5, 1596164155992,1,0.004699707,0.6434784,9.923004,-7.019043E-4,0.0012359619,2.89917E-4,36.8927,36.70044,-25.219727,-0.0108394,0.009402931,-0.007004738
5, 1596164156007,1,0.011871338,0.6315155,9.94455,3.6621094E-4,1.8310547E-4,0.0013580322,36.8927,36.70044,-25.219727,-0.0108394,0.009402931,-0.007004738
5, 1596164156015,1,0.011871338,0.6315155,9.94455,3.6621094E-4,1.8310547E-4,0.0013580322,34.942627,38.650513,-26.420593,-0.0035268748,-0.0025450587,0.014060974
5, 1596164156029,1,-0.0024871826,0.645874,9.932587,3.6621094E-4,1.8310547E-4,2.89917E-4,34.942627,38.650513,-26.420593,-0.017257392,0.011348963,0.00203228
5, 1596164156049,1,0.007095337,0.63391113,9.934982,3.6621094E-4,0.0012359619,2.89917E-4,35.543823,39.250183,-26.57013,-0.007184008,-6.6411495E-4,0.0042848587
5, 1596164156049,1,0.007095337,0.63391113,9.934982,3.6621094E-4,0.0012359619,2.89917E-4,35.543823,39.250183,-26.57013,-0.007184008,-6.6411495E-4,0.0042848587
5, 1596164156069,1,0.021453857,0.6171417,9.932587,3.6621094E-4,0.0012359619,-7.7819824E-4,35.543823,39.250183,-26.57013,0.007183954,-0.016923428,0.0018310547
5, 1596164156089,1,0.021453857,0.6171417,9.932587,3.6621094E-4,0.0012359619,-7.7819824E-4,36.8927,38.80005,-25.219727,-0.011521955,-0.011592269,-0.009817123
5, 1596164156104,1,0.0023040771,0.621933,9.9206085,-7.019043E-4,1.8310547E-4,-7.7819824E-4,36.143494,39.250183,-26.271057,-0.011521955,-0.011592269,-0.009817123
5, 1596164156114,1,0.021453857,0.61953735,9.934982,-7.019043E-4,-8.8500977E-4,2.89917E-4,36.143494,39.250183,-26.271057,0.007198874,-0.013385832,0.0043964386
5, 1596164156131,1,0.011871338,0.6315155,9.939774,-7.019043E-4,-8.8500977E-4,2.89917E-4,36.143494,39.250183,-26.271057,0.007198874,-0.013385832,0.0043964386
5, 1596164156133,1,0.011871338,0.6315155,9.939774,-7.019043E-4,-8.8500977E-4,2.89917E-4,34.643555,38.949585,-26.420593,-0.0024786154,-0.0012251735,0.008872986
5, 1596164156149,1,0.019058228,0.64826965,9.946945,-7.019043E-4,1.8310547E-4,-7.7819824E-4,34.643555,38.949585,-26.420593,0.004596322,0.015146852,0.015501976
5, 1596164156154,1,0.019058228,0.64826965,9.946945,-7.019043E-4,1.8310547E-4,-7.7819824E-4,35.993958,37.89978,-28.520203,0.004596322,0.015146852,0.015501976
5, 1596164156194,1,0.011871338,0.6171417,9.927795,-7.019043E-4,0.0012359619,2.89917E-4,36.143494,38.80005,-26.271057,-0.0022541396,-0.015052855,-0.0037355423
5, 1596164156208,1,0.014266968,0.63391113,9.923004,-7.019043E-4,1.8310547E-4,0.0013580322,36.143494,38.80005,-26.271057,1.5543867E-4,0.0017952323,-0.00825119
5, 1596164156222,1,0.014266968,0.63391113,9.923004,-7.019043E-4,1.8310547E-4,0.0013580322,35.69336,38.949585,-25.970459,1.5543867E-4,0.0017952323,-0.00825119
5, 1596164156240,1,0.016662598,0.63391113,9.927795,-7.019043E-4,-0.001953125,0.0013580322,37.643433,38.049316,-28.370667,0.0020716572,0.0018714666,-0.003353119
5, 1596164156249,1,0.016662598,0.63630676,9.927795,3.6621094E-4,1.8310547E-4,2.89917E-4,37.643433,38.049316,-28.370667,0.0020344397,0.004054129,-0.0032367706
5, 1596164156274,1,0.021453857,0.6578522,9.942169,0.0014343262,1.8310547E-4,-7.7819824E-4,34.79309,39.549255,-28.370667,0.006643096,0.024469078,0.0107831955
5, 1596164156291,1,0.011871338,0.645874,9.934982,3.6621094E-4,1.8310547E-4,-7.7819824E-4,34.79309,39.549255,-28.370667,-0.0027964385,0.012003541,0.0034809113
5, 1596164156298,1,0.011871338,0.645874,9.934982,3.6621094E-4,1.8310547E-4,-7.7819824E-4,37.493896,39.700317,-27.470398,-0.0027964385,0.012003541,0.0034809113
